sample_type	repunit	collection	indiv	CMR_Manyu1	CMR_Manyu1.b	NIG_GH_SL10	NIG_GH_SL10.b	NIG_GH_SL13	NIG_GH_SL13.b	NIG_GH_SL14	NIG_GH_SL14.b	NIG_GH_SL15	NIG_GH_SL15.b	NIG_GH_SL16	NIG_GH_SL16.b	NIG_GH_SL17	NIG_GH_SL17.b	NIG_GH_SL18	NIG_GH_SL18.b	NIG_GH_SL19	NIG_GH_SL19.b	NIG_GH_SL1	NIG_GH_SL1.b	CMR_Manyu2	CMR_Manyu2.b	NIG_GH_SL21	NIG_GH_SL21.b	NIG_GH_SL22	NIG_GH_SL22.b	NIG_GH_SL23	NIG_GH_SL23.b	NIG_GH_SL2	NIG_GH_SL2.b	NIG_GH_SL4	NIG_GH_SL4.b	NIG_GH_SL5	NIG_GH_SL5.b	NIG_GH_SL6	NIG_GH_SL6.b	NIG_GH_SL7	NIG_GH_SL7.b	NIG_GH_SL8	NIG_GH_SL8.b	NIG_GH_SL9	NIG_GH_SL9.b	centCMR_Manyu10	centCMR_Manyu10.b	centCMR_Manyu11	centCMR_Manyu11.b	centCMR_Manyu12	centCMR_Manyu12.b	centCMR_Manyu13	centCMR_Manyu13.b	centCMR_Manyu1	centCMR_Manyu1.b	centCMR_Manyu2	centCMR_Manyu2.b	centCMR_Manyu3	centCMR_Manyu3.b	centCMR_Manyu4	centCMR_Manyu4.b	centCMR_Manyu5	centCMR_Manyu5.b	centCMR_Manyu6	centCMR_Manyu6.b	centCMR_Manyu7	centCMR_Manyu7.b	centCMR_Manyu8	centCMR_Manyu8.b	centCMR_Manyu9	centCMR_Manyu9.b	DCG_all1	DCG_all1.b	DCG_all2	DCG_all2.b	DCG_all3	DCG_all3.b	DCG_all4	DCG_all4.b	DCG_all5	DCG_all5.b	DCG_all7	DCG_all7.b	Cmr_CCG_noDRC1	Cmr_CCG_noDRC1.b	Cmr_CCG_noDRC2	Cmr_CCG_noDRC2.b	Cmr_CCG_noDRC5	Cmr_CCG_noDRC5.b	Cmr_CCG_noDRC6	Cmr_CCG_noDRC6.b	Cmr_CCG_noDRC7	Cmr_CCG_noDRC7.b	Cmr_CCG_noDRC8	Cmr_CCG_noDRC8.b	Cmr_CCG_noDRC10	Cmr_CCG_noDRC10.b	Cmr_CCG_noDRC11	Cmr_CCG_noDRC11.b	Cmr_CCG_noDRC14	Cmr_CCG_noDRC14.b	Cmr_CCG_noDRC15	Cmr_CCG_noDRC15.b	CMR_NIG_GH_SL2	CMR_NIG_GH_SL2.b	CMR_NIG_GH_SL3	CMR_NIG_GH_SL3.b	CMR_NIG_GH_SL4	CMR_NIG_GH_SL4.b	CMR_NIG_GH_SL5	CMR_NIG_GH_SL5.b	CMR_NIG_GH_SL6	CMR_NIG_GH_SL6.b	CMR_NIG_GH_SL7	CMR_NIG_GH_SL7.b	CMR_NIG_GH_SL8	CMR_NIG_GH_SL8.b	CMR_NIG_GH_SL1	CMR_NIG_GH_SL1.b	CMR_NIG_GH_SL10	CMR_NIG_GH_SL10.b	CMR_NIG_GH_SL11	CMR_NIG_GH_SL11.b	CMR_NIG_GH_SL13	CMR_NIG_GH_SL13.b	CMR_NIG_GH_SL15	CMR_NIG_GH_SL15.b	CMR_NIG_GH_SL16	CMR_NIG_GH_SL16.b	CMR_NIG_GH_SL17	CMR_NIG_GH_SL17.b	CMR_NIG_GH_SL19	CMR_NIG_GH_SL19.b	CMR_NIG_GH_SL20	CMR_NIG_GH_SL20.b	CMR_NIG_GH_SL21	CMR_NIG_GH_SL21.b	CMR_NIG_GH_SL23	CMR_NIG_GH_SL23.b	CMR_NIG_GH_SL26	CMR_NIG_GH_SL26.b	CMR_NIG_GH_SL28	CMR_NIG_GH_SL28.b	Mvilla_HN1	Mvilla_HN1.b	Mvilla_HN3	Mvilla_HN3.b	Mvilla_HN6	Mvilla_HN6.b	CMR_NIG1	CMR_NIG1.b	CMR_NIG3	CMR_NIG3.b	CMR_NIG4	CMR_NIG4.b	CMR_NIG5	CMR_NIG5.b	CMR_NIG6	CMR_NIG6.b	CMR_NIG_GH_SL29	CMR_NIG_GH_SL29.b	Mvilla_HN8	Mvilla_HN8.b	Mvilla_HN9	Mvilla_HN9.b	Mvilla_Val2	Mvilla_Val2.b	Mvilla_Val4	Mvilla_Val4.b	Mvilla_Val5	Mvilla_Val5.b	Mvilla_Val6	Mvilla_Val6.b	Mvilla_Val7	Mvilla_Val7.b	centCMR1	centCMR1.b	centCMR3	centCMR3.b	centCMR4	centCMR4.b	centCMR5	centCMR5.b	centCMR6	centCMR6.b	centCMR8	centCMR8.b	centCMR9	centCMR9.b	centCMR10	centCMR10.b
reference	CMR_GAB	Mvila	CA_ECO20129AK	1	1	4	3	3	3	1	1	1	1	2	2	3	3	3	3	4	4	2	2	3	3	2	2	3	3	2	2	2	4	2	2	1	1	2	2	3	3	4	3	2	4	2	2	4	4	1	1	1	1	3	1	2	1	2	2	4	2	4	4	2	2	3	3	2	2	4	4	3	3	3	3	3	3	1	1	1	1	2	2	4	4	1	1	2	2	1	1	3	3	3	3	1	1	1	1	1	1	4	4	2	2	4	4	4	4	1	1	1	1	3	3	4	3	3	3	1	1	3	3	3	3	1	1	4	4	2	2	2	2	3	3	2	2	2	2	1	1	3	3	3	3	1	2	4	4	3	3	3	3	2	2	3	3	1	1	4	2	1	1	1	2	1	1	2	2	2	2	2	2	4	1	2	2	2	4	3	3	2	2	3	3	2	2	3	3	2	2
reference	CMR_GAB	Mvila	CA_ECO38941AK	1	1	4	3	3	3	1	1	1	1	4	4	2	2	2	3	4	4	2	2	3	3	2	2	3	3	4	2	2	4	2	2	1	1	2	2	3	3	4	3	2	4	2	2	4	4	1	1	1	1	3	3	2	2	2	2	4	2	4	4	2	2	3	3	2	2	4	4	3	3	3	3	3	3	1	1	1	1	2	2	4	4	1	1	2	2	1	1	3	3	3	3	1	1	1	1	1	1	4	4	2	2	4	4	4	4	1	1	1	1	3	3	3	3	3	3	1	1	3	3	3	3	1	1	4	4	2	2	2	2	3	3	2	2	2	2	1	1	3	3	3	3	2	2	4	4	3	3	3	3	2	2	3	3	1	1	4	2	3	3	2	2	NA	NA	4	2	4	2	3	3	4	4	2	2	2	4	3	3	2	2	3	3	2	2	3	3	2	2
reference	CMR_GAB	Mvila	CA_ECO102510AK	3	1	4	3	3	3	1	1	1	1	2	2	3	3	3	3	2	4	2	2	3	3	4	2	3	3	4	2	NA	NA	2	2	1	1	2	2	3	3	4	3	2	4	1	2	2	4	2	1	1	1	1	1	1	1	4	2	4	2	3	3	4	2	4	3	1	2	4	4	3	3	NA	NA	1	3	1	1	NA	NA	2	2	2	4	1	1	2	2	1	1	3	3	3	3	3	1	3	1	1	1	4	4	2	2	4	4	4	4	1	1	1	1	3	3	3	3	3	3	1	1	3	3	NA	NA	4	4	4	4	2	2	2	2	3	3	2	2	2	2	1	1	3	3	3	3	1	2	4	4	NA	NA	3	3	2	2	3	3	1	1	2	2	1	3	1	2	4	1	NA	NA	2	2	2	3	4	4	2	2	2	4	3	3	1	2	3	3	4	2	3	3	2	2
reference	CMR_GAB	Mvila	CA_ECO102521AK	3	1	4	3	3	3	1	1	1	1	2	2	3	3	3	3	4	4	2	2	3	3	2	2	3	3	2	2	2	4	2	2	1	1	2	2	3	3	4	3	2	4	2	2	4	4	1	1	1	1	3	3	NA	NA	2	2	4	2	4	4	2	2	3	3	2	2	4	4	3	3	3	3	3	3	1	1	1	1	2	2	4	4	1	1	2	2	1	1	3	3	3	3	1	1	1	1	1	1	4	4	2	2	4	4	4	4	1	1	1	1	3	3	3	3	3	3	1	1	3	3	3	3	1	1	4	4	2	2	2	2	3	3	2	2	2	2	1	1	3	3	3	3	1	2	2	4	3	3	3	3	2	2	3	3	1	1	4	2	1	3	1	1	1	1	2	2	2	2	2	2	4	4	2	2	2	4	3	3	2	2	3	3	2	2	3	3	2	2
reference	CMR_GAB	Mvila	CA_ECO102546AK	3	1	4	3	3	3	1	1	1	1	2	2	3	3	3	3	4	4	2	2	3	3	2	2	3	3	2	2	2	4	2	2	1	1	2	2	3	3	4	3	2	4	2	2	4	4	1	1	1	1	3	3	NA	NA	2	2	4	2	4	4	2	2	3	3	2	2	4	4	3	3	3	3	3	3	1	1	1	1	2	2	4	4	1	1	2	2	1	1	3	3	3	3	1	1	1	1	1	1	4	4	2	2	4	4	4	4	1	1	1	1	3	3	3	3	3	3	1	1	3	3	3	3	1	1	4	4	2	2	2	2	3	3	2	2	2	2	1	1	3	3	3	3	1	2	2	4	3	3	3	3	2	2	3	3	1	1	4	2	3	3	2	2	4	1	4	2	4	2	2	2	4	1	2	2	2	4	3	3	2	2	3	3	2	2	3	3	2	2
reference	Nigeria	Nigeria	NIG_1	1	1	3	3	1	1	3	3	1	1	4	4	3	3	3	3	4	4	4	4	3	3	2	2	1	3	2	2	2	2	1	2	3	3	1	2	1	1	4	3	2	4	1	1	4	4	1	1	1	1	1	1	1	1	4	4	4	4	3	3	2	2	4	4	1	2	2	2	3	3	3	3	3	3	1	1	1	1	2	2	4	4	1	1	2	2	1	1	3	3	3	3	1	1	1	1	1	1	4	4	4	4	2	2	1	4	4	1	3	3	1	1	4	4	1	3	3	1	1	3	1	1	4	1	1	4	4	2	4	2	1	1	1	1	3	2	3	1	1	3	3	3	1	1	4	4	1	1	1	1	4	4	4	4	3	3	4	4	3	3	2	2	1	1	4	4	2	2	2	3	4	4	2	2	2	4	3	3	1	1	1	3	4	2	1	1	4	4
reference	Nigeria	Nigeria	NIG_3	1	1	3	3	1	1	3	3	1	1	4	4	3	3	3	3	4	4	4	4	3	3	2	2	1	3	2	2	2	2	1	2	3	1	1	2	1	1	4	3	2	4	1	1	4	4	1	1	1	1	1	1	1	1	4	4	4	4	3	3	2	2	4	4	1	2	2	2	3	3	3	3	3	3	1	1	1	1	2	2	4	4	1	1	2	2	1	1	3	3	3	3	1	1	1	1	1	1	4	4	4	4	2	2	4	4	4	4	3	1	1	1	4	4	1	3	3	1	1	3	1	1	4	4	1	1	4	4	4	2	1	1	1	1	3	2	3	1	1	3	3	3	1	1	4	4	1	1	1	1	4	4	4	4	3	3	4	4	3	3	2	2	1	1	4	4	2	2	2	3	4	4	2	2	2	4	3	3	1	1	3	3	4	2	1	1	4	4
reference	Nigeria	Nigeria	NIG_4	1	1	3	3	1	1	3	3	1	1	4	4	3	3	3	3	4	4	4	4	3	3	2	2	1	1	2	2	2	2	1	1	3	3	2	2	1	1	4	3	2	4	1	1	4	4	1	1	1	1	1	1	1	1	4	4	4	4	3	3	4	2	4	4	1	2	2	2	3	3	3	3	3	3	1	1	1	1	2	2	4	4	1	1	2	2	1	1	3	3	3	3	1	1	1	1	1	1	4	4	4	4	2	2	4	4	4	4	3	1	1	1	4	4	1	1	3	3	1	3	1	3	4	4	1	1	4	4	4	4	1	1	1	1	3	2	3	1	1	3	3	3	1	1	4	4	1	1	1	1	4	4	4	4	3	3	4	4	3	3	2	2	1	1	4	4	2	2	2	2	4	4	2	2	2	4	3	3	1	1	1	3	4	2	1	1	4	4
reference	Nigeria	Nigeria	NIG_7	1	1	3	3	1	1	3	3	1	1	4	4	3	3	3	3	4	4	4	4	3	3	2	2	1	3	4	2	2	2	1	1	3	3	1	1	1	1	4	3	2	4	1	1	4	4	1	1	1	1	1	1	1	1	4	4	4	4	3	3	4	2	4	4	1	2	2	2	3	3	3	3	3	3	1	1	1	1	2	2	4	4	1	1	2	2	1	1	3	3	3	3	1	1	1	1	1	1	4	4	4	4	2	2	4	4	4	1	3	1	1	1	4	4	1	1	3	1	1	3	1	3	1	1	4	4	4	4	4	2	1	3	1	2	3	2	3	1	1	3	3	3	1	1	4	4	1	1	1	1	4	4	4	4	3	3	4	4	3	3	2	2	1	1	4	4	2	2	2	2	4	4	2	2	2	4	3	3	1	1	3	3	4	2	1	1	4	4
reference	Nigeria	Nigeria	NIG_9	NA	NA	3	3	1	1	3	3	1	1	4	4	3	3	3	3	4	4	4	4	3	3	2	2	3	3	2	2	2	4	1	2	NA	NA	1	1	1	1	4	3	4	4	1	1	4	4	NA	NA	1	1	1	1	1	1	4	4	4	4	3	3	2	2	4	4	2	2	2	2	3	3	3	3	3	3	1	1	1	1	2	2	4	4	1	1	4	2	1	1	3	3	3	3	1	1	1	1	1	1	4	4	4	4	2	2	4	4	4	4	3	1	1	1	4	4	1	1	3	3	NA	NA	1	1	4	1	1	4	2	2	2	2	1	1	1	1	NA	NA	1	1	1	3	NA	NA	1	2	4	4	1	1	1	1	4	4	4	4	3	3	NA	NA	3	3	2	2	1	1	4	4	NA	NA	2	2	4	4	4	2	4	4	3	3	1	1	1	3	2	2	1	1	2	2
reference	Nigeria	Nigeria	NIG_11	1	1	3	3	1	1	3	3	1	1	4	4	3	3	3	3	4	4	4	4	3	3	2	2	1	3	2	2	2	2	1	1	3	3	1	2	1	1	4	3	2	4	1	1	4	4	1	1	1	1	1	1	1	1	4	4	4	4	3	3	2	2	4	4	2	2	2	2	3	3	3	3	3	3	1	1	1	1	2	2	4	4	1	1	2	2	1	1	3	3	3	3	1	1	1	1	1	1	4	4	4	4	2	2	4	4	4	4	3	3	1	1	4	4	1	1	3	3	1	3	1	1	4	1	1	4	4	4	4	4	1	1	1	2	3	2	3	1	1	3	3	3	1	2	4	4	1	1	1	1	4	4	4	4	3	3	4	4	3	3	2	2	1	1	4	4	2	2	2	2	4	4	2	2	2	4	3	3	1	1	1	3	4	2	1	1	4	4
reference	Nigeria	Nigeria	NIG_12	1	1	3	3	1	1	3	3	1	1	4	4	3	3	3	3	4	4	4	4	3	3	2	2	3	3	2	2	2	2	1	1	3	3	1	2	1	1	4	3	2	4	1	1	4	4	1	1	1	1	1	1	1	1	4	4	4	4	3	3	2	2	4	4	1	2	2	2	3	3	3	3	3	3	1	1	1	1	2	2	4	4	1	1	2	2	1	1	3	3	3	3	1	1	1	1	1	1	4	4	4	4	2	2	4	4	4	4	3	3	1	1	4	4	1	1	1	1	1	3	1	1	4	1	1	4	4	2	4	2	1	1	2	2	3	2	1	1	1	3	3	3	1	1	4	4	1	1	1	1	4	4	4	4	3	3	4	4	3	3	2	2	1	1	4	4	2	2	2	2	4	4	2	2	2	4	3	3	1	1	3	3	4	4	1	1	4	4
reference	Nigeria	Nigeria	NIG_14	1	1	3	3	1	1	3	3	1	1	4	4	3	3	3	3	4	4	4	4	3	3	2	2	1	3	2	2	2	2	1	2	3	1	2	2	1	1	4	3	2	4	1	1	4	4	1	1	1	1	1	1	1	1	4	4	4	4	3	3	2	2	4	4	1	2	2	2	3	3	3	3	3	3	1	1	1	1	2	2	4	4	1	1	2	2	1	1	3	3	3	3	1	1	1	1	1	1	4	4	4	4	2	2	4	4	4	4	3	3	1	1	4	4	1	1	3	1	1	3	1	1	4	1	1	1	4	2	4	2	1	1	1	1	3	2	1	1	1	3	3	3	1	1	4	4	1	1	1	1	4	4	4	4	3	3	4	4	3	3	2	2	1	1	4	4	2	2	2	2	4	4	2	2	2	4	3	3	1	1	3	3	4	2	1	3	2	2
reference	CAR_CON_GAB_DRC	Republic_of_Congo	COREP_WBPAN_5	1	1	4	3	3	3	1	1	1	1	2	2	2	2	3	3	2	2	2	2	3	3	4	4	3	3	2	2	2	4	2	2	1	1	2	2	3	3	4	3	2	4	2	2	4	4	1	1	1	1	3	3	2	2	2	2	4	2	3	3	2	2	3	3	2	2	2	2	1	1	1	1	1	1	3	3	4	4	4	4	2	4	3	3	4	4	3	3	1	1	1	1	3	1	3	1	3	3	2	2	2	2	4	4	4	4	1	1	1	1	3	3	4	3	3	3	1	1	3	3	1	1	4	1	4	4	2	2	2	2	3	3	2	2	3	2	1	1	3	3	1	1	2	2	4	4	3	3	3	3	2	2	3	3	1	1	4	2	3	3	1	1	4	1	4	4	2	2	2	2	4	4	2	2	2	2	1	1	1	2	1	1	2	2	1	3	2	2
reference	GH_SL	Sierra_Leone	SL_47727	1	1	4	3	3	3	1	1	4	4	2	2	2	2	2	2	2	2	2	2	3	3	4	4	1	1	4	2	2	4	2	2	1	1	2	2	3	3	4	3	2	4	1	1	4	4	1	1	1	1	1	1	1	1	2	2	4	4	3	3	2	2	4	4	2	2	2	2	3	3	3	3	3	3	1	1	1	1	2	2	4	4	1	1	2	2	1	1	3	3	3	3	1	1	1	1	1	1	4	4	4	4	2	2	1	4	4	4	3	3	1	1	4	4	1	1	3	3	1	3	1	1	4	4	1	1	4	4	4	4	1	1	1	1	3	2	3	1	1	3	3	3	1	1	4	4	3	3	3	3	2	2	3	3	1	1	4	4	3	3	2	2	1	1	4	4	2	2	3	3	4	4	4	4	2	4	3	3	1	1	3	3	4	2	3	3	2	2
reference	GH_SL	Sierra_Leone	SL_47731	1	1	4	3	3	3	1	1	4	4	2	2	2	2	2	2	2	2	2	2	3	3	4	4	1	1	4	2	2	4	2	2	1	1	2	2	3	3	4	3	2	4	1	1	4	4	1	1	1	1	3	1	1	1	2	2	4	4	3	3	2	2	4	4	2	2	2	2	3	3	3	3	3	3	1	1	1	1	2	2	4	4	1	1	2	2	1	1	3	3	3	3	1	1	1	1	1	1	4	4	4	4	2	2	1	4	4	4	3	3	1	1	4	4	1	1	3	3	1	3	1	1	4	4	1	1	4	4	4	4	1	1	1	1	3	2	3	1	1	3	3	3	1	1	4	4	3	3	3	3	2	2	4	3	3	1	4	4	3	3	2	2	1	1	4	4	2	2	3	3	4	4	4	4	2	4	3	3	1	1	3	3	4	2	3	3	2	2
reference	GH_SL	Sierra_Leone	SL_47732	1	1	4	3	3	3	1	1	4	4	2	2	2	2	2	2	2	2	2	2	3	3	4	4	1	1	4	4	2	4	2	2	1	1	2	2	3	3	4	3	2	4	1	1	4	4	1	1	1	1	1	1	1	1	2	2	4	4	3	3	2	2	4	4	2	2	2	2	3	3	3	3	3	3	1	1	1	1	2	2	4	4	1	1	2	2	1	1	3	3	3	3	1	1	1	1	1	1	4	4	4	4	2	2	1	4	4	4	3	3	1	1	4	4	1	1	3	3	1	3	1	1	4	4	1	1	4	4	4	4	1	1	1	1	3	2	3	1	1	3	3	3	1	1	4	4	3	3	3	3	2	2	3	3	1	1	4	4	3	3	2	2	1	1	4	4	2	2	3	3	4	4	4	2	2	4	3	3	1	1	3	3	2	2	3	3	2	2
reference	CMR_GAB	Vallee_du_Ntem	CA_ECO13287NY	1	1	NA	NA	3	3	3	3	1	1	NA	NA	3	3	2	3	4	4	2	2	NA	NA	4	2	3	3	2	2	4	4	2	2	3	1	2	2	3	3	4	3	4	4	NA	NA	4	4	2	1	3	1	NA	NA	1	1	2	2	NA	NA	3	4	2	2	NA	NA	2	2	4	4	NA	NA	3	3	3	3	1	1	1	1	2	2	4	4	1	1	4	2	1	1	3	3	1	3	1	1	1	1	1	1	4	4	2	2	4	4	4	4	1	1	NA	NA	3	3	NA	NA	3	3	1	1	3	3	3	3	NA	NA	4	4	2	2	2	2	3	3	2	2	2	2	NA	NA	3	3	3	3	2	2	2	2	3	3	3	3	2	2	4	3	1	1	4	2	1	1	1	1	4	1	4	4	2	2	3	3	4	4	2	2	4	4	3	3	NA	NA	NA	NA	2	2	3	3	2	2
reference	CMR_GAB	Vallee_du_Ntem	CA_ECO13430NY	3	1	4	3	3	3	1	1	1	1	2	2	2	3	3	3	4	4	2	2	3	3	4	2	3	3	2	2	4	4	2	2	1	1	2	2	3	3	4	3	2	4	2	2	4	4	1	1	1	1	3	3	NA	NA	2	2	2	2	4	4	2	2	3	3	2	2	4	4	1	3	3	3	3	3	1	1	1	1	2	2	4	4	1	1	2	2	1	1	3	3	3	3	1	1	1	1	1	1	4	4	2	2	4	4	4	4	4	1	1	1	3	3	3	3	3	3	1	1	3	3	3	3	1	1	4	4	2	2	2	2	3	3	2	2	2	2	1	1	3	3	3	3	NA	NA	2	4	3	3	3	3	2	2	3	3	1	1	2	2	1	3	2	2	4	1	NA	NA	4	4	3	3	4	1	2	2	4	4	3	3	2	2	3	3	2	2	3	3	2	2
reference	CMR_GAB	Vallee_du_Ntem	CA_ECO17837NY	1	1	4	3	3	3	1	1	1	1	2	2	3	3	3	3	2	4	2	2	3	3	2	2	3	3	4	2	2	4	2	2	1	1	2	2	3	3	4	3	2	4	2	2	4	4	1	1	1	1	3	3	2	2	2	2	4	2	4	4	2	2	3	3	2	2	4	4	3	3	3	3	3	3	1	1	1	1	2	2	4	4	1	1	2	2	1	1	3	3	3	3	1	1	1	1	1	1	4	4	2	2	4	4	4	4	1	1	1	1	3	3	3	3	3	3	1	1	3	3	3	3	1	1	4	4	2	2	2	2	3	3	2	2	2	2	1	1	3	3	3	3	2	2	2	2	3	3	3	3	2	2	3	3	1	1	4	2	3	3	2	2	4	4	4	2	4	4	3	3	4	1	2	2	2	4	3	3	2	2	3	3	2	2	3	3	2	2
reference	CMR_GAB	Vallee_du_Ntem	CA_ECO17931NY	1	1	4	3	3	3	1	1	1	1	4	2	3	3	3	3	4	4	2	2	3	3	2	2	3	3	4	2	2	4	2	2	1	1	2	2	3	3	4	3	2	4	2	2	4	4	1	1	1	1	1	1	1	1	2	2	4	2	4	4	2	2	3	3	2	2	4	4	3	3	3	3	3	3	1	1	1	1	2	2	4	4	1	1	2	2	1	1	3	3	3	3	1	1	1	1	1	1	4	4	2	2	4	4	4	4	1	1	1	1	3	3	3	3	3	3	1	1	3	3	3	3	1	1	4	4	2	2	2	2	3	3	2	2	2	2	1	1	3	3	3	3	2	2	2	4	3	3	3	3	2	2	3	3	1	1	4	2	1	3	2	2	4	4	4	4	4	4	3	3	4	1	2	2	2	4	3	3	2	2	3	3	2	2	3	3	2	2
reference	CMR_GAB	Vallee_du_Ntem	CA_ECO24796NY	3	1	4	3	3	3	1	1	1	1	2	2	2	2	3	3	4	4	2	2	3	3	4	2	3	3	2	2	2	4	2	2	1	1	2	2	3	3	4	3	2	4	2	2	4	4	1	1	1	1	3	3	2	2	2	2	2	2	4	4	2	2	3	3	2	2	4	4	3	3	3	3	3	3	1	1	1	1	2	2	4	4	1	1	2	2	1	1	3	3	3	3	1	1	1	1	1	1	4	4	2	2	4	4	4	4	1	1	1	1	3	3	3	3	3	3	1	1	3	3	3	3	1	1	4	4	2	2	2	2	3	3	2	2	2	2	1	1	3	3	3	3	1	1	2	2	3	3	3	3	2	2	3	3	1	1	4	2	3	3	NA	NA	1	1	2	2	4	2	3	3	4	1	2	2	2	4	3	3	2	2	3	3	2	2	3	3	2	2
reference	CMR_GAB	Vallee_du_Ntem	CA_ECO25350NY	1	1	4	3	3	3	1	1	1	1	2	2	3	3	2	3	4	4	2	2	3	3	2	2	3	3	4	2	2	4	2	2	1	1	2	2	3	3	4	3	2	4	2	2	4	4	1	1	1	1	3	3	2	2	2	2	4	2	4	4	2	2	3	3	2	2	4	4	3	3	3	3	3	3	1	1	1	1	2	2	4	4	1	1	2	2	1	1	3	3	3	3	1	1	1	1	1	1	4	4	2	2	4	4	4	4	1	1	1	1	3	3	3	3	3	3	1	1	3	3	3	3	1	1	4	4	2	2	2	2	3	3	2	2	2	2	1	1	3	3	3	3	2	2	2	2	3	3	3	3	2	2	3	3	1	1	4	2	1	3	2	2	4	4	4	4	4	4	3	3	4	1	2	2	2	4	3	3	2	2	3	3	2	2	3	3	2	2
reference	CMR_GAB	Vallee_du_Ntem	CA_ECO95334NY	3	1	4	3	3	3	1	1	1	1	2	2	3	3	3	3	4	4	2	2	3	3	2	2	3	3	4	2	2	4	2	2	1	1	2	2	3	3	4	3	2	4	2	2	4	4	1	1	1	1	3	3	NA	NA	2	2	4	2	4	4	2	2	3	3	2	2	4	4	3	3	3	3	3	3	1	1	1	1	2	2	4	4	1	1	2	2	1	1	3	3	3	3	1	1	1	1	1	1	4	4	2	2	4	4	4	4	1	1	1	1	3	3	4	3	3	3	1	1	3	3	3	3	1	1	4	4	2	2	2	2	3	3	2	2	2	2	1	1	3	3	3	3	2	2	2	4	3	3	3	3	2	2	3	3	1	1	4	2	3	3	2	2	4	1	4	2	4	4	3	3	4	1	2	2	2	4	3	3	2	2	3	3	2	2	3	3	2	2
